"","Song","Album","Lyric"
"613","Stay Stay Stay","Red","this morning  i said we should talk about it"
"614","Stay Stay Stay","Red"," cause i read you should never leave a fight unresolved"
"615","Stay Stay Stay","Red","that when you came in wearing a football helmet"
"616","Stay Stay Stay","Red","and said   okay  let talk "
"617","Stay Stay Stay","Red","and i said"
"618","Stay Stay Stay","Red","stay  stay  stay"
"619","Stay Stay Stay","Red","i have been loving you for quite some time  time  time"
"620","Stay Stay Stay","Red","you think that it funny when i am mad  mad  mad"
"621","Stay Stay Stay","Red","but i think that it best if we both stay"
"622","Stay Stay Stay","Red","before you  i would only dated self indulgent takers"
"623","Stay Stay Stay","Red","who took all of their problems out on me"
"624","Stay Stay Stay","Red","but you carry my groceries and now i am always laughing"
"625","Stay Stay Stay","Red","and i love you because you have given me"
"626","Stay Stay Stay","Red","no choice but to"
"627","Stay Stay Stay","Red","stay  stay  stay"
"628","Stay Stay Stay","Red","you think that it funny when i am mad  mad  mad"
"629","Stay Stay Stay","Red","but i think that it best if we both stay  stay  stay  stay"
"630","Stay Stay Stay","Red","you took the time to memorize me"
"631","Stay Stay Stay","Red","my fears  my hopes  and dreams"
"632","Stay Stay Stay","Red","i just like hanging out with you  all the time"
"633","Stay Stay Stay","Red","all those times that you did not leave  it been occurring to me"
"634","Stay Stay Stay","Red","i would like to hang out with you  for my whole life"
"635","Stay Stay Stay","Red","stay  and i will be loving you for quite some time"
"636","Stay Stay Stay","Red","no one else is gonna love me when i get mad  mad  mad"
"637","Stay Stay Stay","Red","so i think that it best if we both stay  stay"
"638","Stay Stay Stay","Red","stay  stay  stay  stay "
"639","Stay Stay Stay","Red","stay  stay  stay"
"640","Stay Stay Stay","Red","you think that it funny when i am mad  mad  mad"
"641","Stay Stay Stay","Red","but i think that it best if we both stay  stay"
"642","Stay Stay Stay","Red","stay  stay  stay  stay "
"643","Stay Stay Stay","Red","but i think that it best if we both stay"
"644","Stay Stay Stay","Red"," ha ha ha  it so fun "
"645","The Last Time","Red","find myself at your door"
"646","The Last Time","Red","just like all those times before"
"647","The Last Time","Red","i am not sure how i got there"
"648","The Last Time","Red","all roads they lead me here"
"649","The Last Time","Red","i imagine you are home"
"650","The Last Time","Red","in your room  all alone"
"651","The Last Time","Red","and you open your eyes into mine"
"652","The Last Time","Red","and everything feels better"
"653","The Last Time","Red","and right before your eyes"
"654","The Last Time","Red","i am breaking  no past"
"655","The Last Time","Red","no reasons why"
"656","The Last Time","Red","just you and me"
"657","The Last Time","Red","this is the last time i am asking you this"
"658","The Last Time","Red","put my name at the top of your list"
"659","The Last Time","Red","this is the last time i am asking you why"
"660","The Last Time","Red","you break my heart in the blink of an eye  eye  eye "
"661","The Last Time","Red","you find yourself at my door"
"662","The Last Time","Red","just like all those times before"
"663","The Last Time","Red","you wear your best apology"
"664","The Last Time","Red","but i was there to watch you leave"
"665","The Last Time","Red","and all the times i let you in"
"666","The Last Time","Red","just for you to go again"
"667","The Last Time","Red","disappear when you come back"
"668","The Last Time","Red","everything is better"
"669","The Last Time","Red","and right before your eyes"
"670","The Last Time","Red","i am aching  run fast"
"671","The Last Time","Red","nowhere to hide"
"672","The Last Time","Red","just you and me"
"673","The Last Time","Red","this is the last time you tell me i have got it wrong"
"674","The Last Time","Red","this is the last time i say it been you all along"
"675","The Last Time","Red","this is the last time i let you in my door"
"676","The Last Time","Red","this is the last time  i will not hurt you anymore"
"677","The Last Time","Red","oh ho  oh ho  oh ho  oh ho"
"678","The Last Time","Red","oh ho  oh ho  oh ho  oh ho"
"679","The Last Time","Red","this is the last time i am asking you this"
"680","The Last Time","Red","this is the last time i am asking you why"
"681","The Last Time","Red","you break my heart in the blink of an eye"
"682","The Last Time","Red","this is the last time i am asking you this"
"683","The Last Time","Red"," this is the last time i am asking you this "
"684","The Last Time","Red","put my name at the top of your list"
"685","The Last Time","Red"," put my name at the top of your list "
"686","The Last Time","Red","this is the last time i am asking you why"
"687","The Last Time","Red"," this is the last time i am asking you why "
"688","The Last Time","Red","you break my heart in the blink of an eye"
"689","The Last Time","Red"," you break my heart "
"690","The Last Time","Red","this is the last time i am asking you  last time i am asking you"
"691","The Last Time","Red","last time i am asking you this"
"692","The Last Time","Red","this is the last time i am asking you  last time i am asking you"
"693","The Last Time","Red","last time i am asking you this"
"694","The Lucky One","Red","new to town with a made up name"
"695","The Lucky One","Red","in the angel city  chasing fortune and fame"
"696","The Lucky One","Red","and the camera flashes make it look like a dream"
"697","The Lucky One","Red","you had it figured out since you were in school"
"698","The Lucky One","Red","everybody loves pretty  everybody loves cool"
"699","The Lucky One","Red","so overnight  you look like a sixties queen"
"700","The Lucky One","Red","another name goes up in lights"
"701","The Lucky One","Red","like diamonds in the sky"
"702","The Lucky One","Red","and they will tell you now  you are the lucky one"
"703","The Lucky One","Red","yeah  they will tell you now  you are the lucky one"
"704","The Lucky One","Red","but can you tell me now  you are the lucky one "
"705","The Lucky One","Red","oh  oh  oh"
"706","The Lucky One","Red","now  it big black cars and riviera views"
"707","The Lucky One","Red","and your lover in the foyer does not even know you"
"708","The Lucky One","Red","and your secrets end up splashed on the news front page"
"709","The Lucky One","Red","and they tell you that you are lucky  but you are so confused"
"710","The Lucky One","Red"," cause you do not feel pretty  you just feel used"
"711","The Lucky One","Red","and all the young things line up to take your place"
"712","The Lucky One","Red","another name goes up in lights"
"713","The Lucky One","Red","you wonder if you will make it out alive"
"714","The Lucky One","Red","and they will tell you now  you are the lucky one"
"715","The Lucky One","Red","it was a few years later  i showed up here"
"716","The Lucky One","Red","and they still tell the legend of how you disappeared"
"717","The Lucky One","Red","how you took the money and your dignity  and got the hell out"
"718","The Lucky One","Red","they say you bought a bunch of land somewhere"
"719","The Lucky One","Red","chose the rose garden over madison square"
"720","The Lucky One","Red","and it took some time  but i understand it now"
"721","The Lucky One","Red"," cause now my name is up in lights"
"722","The Lucky One","Red","but i think you got it right"
"723","The Lucky One","Red","let me tell you now  you are the lucky one"
"724","The Lucky One","Red","let me tell you now  you are the lucky one"
"725","The Lucky One","Red","let me tell you now  you are the lucky one  oh  oh  oh"
"726","The Lucky One","Red","and they will tell you now  you are the lucky one"
"727","The Lucky One","Red","yeah  they will tell you now  you are the lucky one"
"728","The Lucky One","Red","and they will tell you now  you are the lucky one  oh  oh  oh"
"729","The Lucky One","Red","oh  whoa  oh  oh"
"730","The Moment I Knew","Red","you should have been there"
"731","The Moment I Knew","Red","should have burst through the door"
"732","The Moment I Knew","Red","with that  baby  i am right here  smile"
"733","The Moment I Knew","Red","and it would have felt like"
"734","The Moment I Knew","Red","a million little shining stars had just aligned"
"735","The Moment I Knew","Red","and i would have been so happy"
"736","The Moment I Knew","Red","christmas lights glisten"
"737","The Moment I Knew","Red","i have got my eye on the door"
"738","The Moment I Knew","Red","just waiting for you to walk in"
"739","The Moment I Knew","Red","but the time is ticking"
"740","The Moment I Knew","Red","people ask me how i have been"
"741","The Moment I Knew","Red","as i comb back through my memory"
"742","The Moment I Knew","Red","how you said you would be here"
"743","The Moment I Knew","Red","you said you would be here"
"744","The Moment I Knew","Red","and it was like slow motion"
"745","The Moment I Knew","Red","standing there in my party dress"
"746","The Moment I Knew","Red","in red lipstick"
"747","The Moment I Knew","Red","with no one to impress"
"748","The Moment I Knew","Red","and they are all laughing"
"749","The Moment I Knew","Red","as i am looking around the room"
"750","The Moment I Knew","Red","but there was one thing missing"
"751","The Moment I Knew","Red","and that was the moment i knew"
"752","The Moment I Knew","Red","and the hours pass by"
"753","The Moment I Knew","Red","now i just wanna be alone"
"754","The Moment I Knew","Red","but your close friends always seem to know"
"755","The Moment I Knew","Red","when there something really wrong"
"756","The Moment I Knew","Red","so they follow me down the hall"
